title,url,director,casts,rating_num,language,country,type,year,image
长津湖,https://movie.douban.com/subject/25845392/,"['陈凯歌', '徐克', '林超贤']","['吴京', '易烊千玺', '段奕宏', '朱亚文', '李晨']",7.4,"['汉语普通话', '英语']","['中国大陆', '中国香港']","['剧情', '历史', '战争']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2681329386.jpg']
兰心大剧院,https://movie.douban.com/subject/26954859/,['娄烨'],"['巩俐', '赵又廷', '小田切让', '帕斯卡尔·格雷戈里', '汤姆·拉斯齐哈']",7.2,"['汉语普通话', '英语', '日语', '法语']",['中国大陆'],['剧情'],['2019'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2681336608.jpg']
我和我的父辈,https://movie.douban.com/subject/35294995/,"['吴京', '章子怡', '徐峥', '沈腾']","['吴京', '章子怡', '徐峥', '沈腾', '吴磊']",6.5,['汉语普通话'],['中国大陆'],['剧情'],['2021'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2683055011.jpg']
摩加迪沙,https://movie.douban.com/subject/33457594/,['柳昇完'],"['金允石', '赵寅成', '许峻豪', '具教焕', '金素真']",8.1,"['韩语', '英语']",['韩国'],"['剧情', '动作']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2697816056.jpg']
沙丘,https://movie.douban.com/subject/3001114/,['丹尼斯·维伦纽瓦'],"['蒂莫西·柴勒梅德', '丽贝卡·弗格森', '奥斯卡·伊萨克', '戴夫·巴蒂斯塔', '赞达亚']",7.7,"['英语', '汉语普通话']",['美国'],"['剧情', '科幻', '冒险']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2687443734.jpg']
失控玩家,https://movie.douban.com/subject/30337388/,['肖恩·利维'],"['瑞安·雷诺兹', '朱迪·科默', '乔·基瑞', '里尔·莱尔·哈瓦瑞', '塔伊加·维迪提']",7.5,['英语'],"['美国', '加拿大']","['喜剧', '动作', '科幻']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2677520025.jpg']
肖申克的救赎,https://movie.douban.com/subject/1292052/,['弗兰克·德拉邦特'],"['蒂姆·罗宾斯', '摩根·弗里曼', '鲍勃·冈顿', '威廉姆·赛德勒', '克兰西·布朗']",9.7,['英语'],['美国'],"['剧情', '犯罪']",['1994'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p480747492.jpg']
我不是药神,https://movie.douban.com/subject/26752088/,['文牧野'],"['徐峥', '王传君', '周一围', '谭卓', '章宇']",9.0,"['汉语普通话', '英语', '上海话', '印地语']",['中国大陆'],"['剧情', '喜剧']",['2018'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561305376.jpg']
疯狂动物城,https://movie.douban.com/subject/25662329/,"['拜伦·霍华德', '瑞奇·摩尔', '杰拉德·布什']","['金妮弗·古德温', '杰森·贝特曼', '伊德里斯·艾尔巴', '珍妮·斯蕾特', '内特·托伦斯']",9.2,"['英语', '挪威语']",['美国'],"['喜剧', '动画', '冒险']",['2016'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2614500649.jpg']
千与千寻,https://movie.douban.com/subject/1291561/,['宫崎骏'],"['柊瑠美', '入野自由', '夏木真理', '菅原文太', '中村彰男']",9.4,['日语'],['日本'],"['剧情', '动画', '奇幻']",['2001'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557573348.jpg']
怒火·重案,https://movie.douban.com/subject/30174085/,['陈木胜'],"['甄子丹', '谢霆锋', '秦岚', '谭耀文', '黄德斌']",7.2,"['粤语', '汉语普通话']","['中国香港', '中国大陆']","['动作', '犯罪']",['2021'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2673412189.jpg']
盛夏未来,https://movie.douban.com/subject/35158124/,['陈正道'],"['张子枫', '吴磊', '郝蕾', '祖峰', '柳小海']",7.1,['汉语普通话'],['中国大陆'],['剧情'],['2021'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2673420377.jpg']
泰坦尼克号,https://movie.douban.com/subject/1292722/,['詹姆斯·卡梅隆'],"['莱昂纳多·迪卡普里奥', '凯特·温丝莱特', '比利·赞恩', '凯西·贝茨', '弗兰西丝·费舍']",9.4,"['英语', '意大利语', '德语', '俄语']","['美国', '墨西哥', '澳大利亚', '加拿大']","['剧情', '爱情', '灾难']",['1997'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p457760035.jpg']
这个杀手不太冷,https://movie.douban.com/subject/1295644/,['吕克·贝松'],"['让·雷诺', '娜塔莉·波特曼', '加里·奥德曼', '丹尼·爱罗', '彼得·阿佩尔']",9.4,"['英语', '意大利语', '法语']","['法国', '美国']","['剧情', '动作', '犯罪']",['1994'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p511118051.jpg']
阿甘正传,https://movie.douban.com/subject/1292720/,['罗伯特·泽米吉斯'],"['汤姆·汉克斯', '罗宾·怀特', '加里·西尼斯', '麦凯尔泰·威廉逊', '莎莉·菲尔德']",9.5,['英语'],['美国'],"['剧情', '爱情']",['1994'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2372307693.jpg']
中国医生,https://movie.douban.com/subject/35087699/,['刘伟强'],"['张涵予', '袁泉', '朱亚文', '李晨', '易烊千玺']",6.9,['汉语普通话'],['中国大陆'],"['剧情', '灾难']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2666591984.jpg']
哪吒之魔童降世,https://movie.douban.com/subject/26794435/,['饺子'],"['吕艳婷', '囧森瑟夫', '瀚墨', '陈浩', '绿绮']",8.4,['汉语普通话'],['中国大陆'],"['剧情', '喜剧', '动画', '奇幻']",['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2563780504.jpg']
你好，李焕英,https://movie.douban.com/subject/34841067/,['贾玲'],"['贾玲', '张小斐', '沈腾', '陈赫', '刘佳']",7.7,['汉语普通话'],['中国大陆'],"['剧情', '喜剧', '奇幻']",['2021'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2629056068.jpg']
摔跤吧！爸爸,https://movie.douban.com/subject/26387939/,['涅提·蒂瓦里'],"['阿米尔·汗', '法缇玛·萨那·纱卡', '桑亚·玛荷塔', '阿帕尔夏克提·库拉那', '沙克希·坦沃']",9.0,"['印地语', '英语']",['印度'],"['剧情', '家庭', '传记', '运动']",['2016'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2401676338.jpg']
怦然心动,https://movie.douban.com/subject/3319755/,['罗伯·莱纳'],"['玛德琳·卡罗尔', '卡兰·麦克奥利菲', '瑞贝卡·德·莫妮', '安东尼·爱德华兹', '约翰·马奥尼']",9.1,['英语'],['美国'],"['剧情', '喜剧', '爱情']",['2010'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.jpg']
哈利·波特与魔法石,https://movie.douban.com/subject/1295038/,['克里斯·哥伦布'],"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '艾伦·瑞克曼', '玛吉·史密斯']",9.1,['英语'],"['美国', '英国']","['奇幻', '冒险']",['2001'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614949805.jpg']
寻梦环游记,https://movie.douban.com/subject/20495023/,"['李·昂克里奇', '阿德里安·莫利纳']","['安东尼·冈萨雷斯', '盖尔·加西亚·贝纳尔', '本杰明·布拉特', '阿兰娜·乌巴赫', '芮妮·维克托']",9.1,"['英语', '西班牙语']",['美国'],"['喜剧', '动画', '音乐', '奇幻']",['2017'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614500706.jpg']
楚门的世界,https://movie.douban.com/subject/1292064/,['彼得·威尔'],"['金·凯瑞', '劳拉·琳妮', '艾德·哈里斯', '诺亚·艾默里奇', '娜塔莎·麦克艾霍恩']",9.3,['英语'],['美国'],"['剧情', '科幻']",['1998'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p479682972.jpg']
绿皮书,https://movie.douban.com/subject/27060077/,['彼得·法雷里'],"['维果·莫腾森', '马赫沙拉·阿里', '琳达·卡德里尼', '塞巴斯蒂安·马尼斯科', '迪米特·D·马里诺夫']",8.9,"['英语', '意大利语', '俄语', '德语']","['美国', '中国大陆']","['剧情', '喜剧', '音乐', '传记']",['2018'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549177902.jpg']
霸王别姬,https://movie.douban.com/subject/1291546/,['陈凯歌'],"['张国荣', '张丰毅', '巩俐', '葛优', '英达']",9.6,['汉语普通话'],"['中国大陆', '中国香港']","['剧情', '爱情', '同性']",['1993'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561716440.jpg']
你的名字。,https://movie.douban.com/subject/26683290/,['新海诚'],"['神木隆之介', '上白石萌音', '长泽雅美', '市原悦子', '成田凌']",8.5,['日语'],['日本'],"['剧情', '爱情', '动画']",['2016'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg']
图兰朵：魔咒缘起,https://movie.douban.com/subject/26662331/,['郑晓龙'],"['关晓彤', '迪伦·斯普罗斯', '姜文', '胡军', '苏菲·玛索']",3.1,['汉语普通话'],['中国大陆'],"['爱情', '奇幻']",['2021'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2697608977.jpg']
流浪地球,https://movie.douban.com/subject/26266893/,['郭帆'],"['吴京', '屈楚萧', '李光洁', '吴孟达', '赵今麦']",7.9,"['汉语普通话', '英语', '俄语', '法语', '日语', '韩语', '印尼语']",['中国大陆'],"['科幻', '冒险', '灾难']",['2019'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2545472803.jpg']
让子弹飞,https://movie.douban.com/subject/3742360/,['姜文'],"['姜文', '葛优', '周润发', '刘嘉玲', '陈坤']",8.9,"['汉语普通话', '四川话', '山西话']","['中国大陆', '中国香港']","['剧情', '喜剧', '动作', '西部']",['2010'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg']
少年的你,https://movie.douban.com/subject/30166972/,['曾国祥'],"['周冬雨', '易烊千玺', '尹昉', '周也', '吴越']",8.2,['汉语普通话'],"['中国大陆', '中国香港']","['剧情', '爱情', '犯罪']",['2019'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2572166063.jpg']
盗梦空间,https://movie.douban.com/subject/3541415/,['克里斯托弗·诺兰'],"['莱昂纳多·迪卡普里奥', '约瑟夫·高登-莱维特', '艾利奥特·佩吉', '汤姆·哈迪', '渡边谦']",9.4,"['英语', '日语', '法语']","['美国', '英国']","['剧情', '科幻', '悬疑', '冒险']",['2010'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg']
星际穿越,https://movie.douban.com/subject/1889243/,['克里斯托弗·诺兰'],"['马修·麦康纳', '安妮·海瑟薇', '杰西卡·查斯坦', '麦肯吉·弗依', '卡西·阿弗莱克']",9.4,['英语'],"['美国', '英国', '加拿大']","['剧情', '科幻', '冒险']",['2014'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2614988097.jpg']
三傻大闹宝莱坞,https://movie.douban.com/subject/3793023/,['拉吉库马尔·希拉尼'],"['阿米尔·汗', '卡琳娜·卡普尔', '马达范', '沙尔曼·乔希', '奥米·瓦依达']",9.2,"['印地语', '乌尔都语', '英语']",['印度'],"['剧情', '喜剧', '爱情', '歌舞']",['2009'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg']
釜山行,https://movie.douban.com/subject/25986180/,['延尚昊'],"['孔刘', '郑有美', '马东锡', '金秀安', '金义城']",8.6,['韩语'],['韩国'],"['动作', '惊悚', '灾难']",['2016'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg']
我和我的祖国,https://movie.douban.com/subject/32659890/,"['陈凯歌', '张一白', '管虎', '薛晓路', '徐峥', '宁浩', '文牧野']","['黄渤', '张译', '韩昊霖', '杜江', '葛优']",7.6,['汉语普通话'],['中国大陆'],['剧情'],['2019'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567998580.jpg']
唐人街探案3,https://movie.douban.com/subject/27619748/,['陈思诚'],"['王宝强', '刘昊然', '妻夫木聪', '托尼·贾', '长泽雅美']",5.3,"['汉语普通话', '日语', '英语', '泰语']","['中国大陆', '中国香港', '日本']","['喜剧', '悬疑']",['2021'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2622388983.jpg']
西虹市首富,https://movie.douban.com/subject/27605698/,"['闫非', '彭大魔']","['沈腾', '宋芸桦', '张一鸣', '张晨光', '常远']",6.6,['汉语普通话'],['中国大陆'],['喜剧'],['2018'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2529206747.jpg']
海上钢琴师,https://movie.douban.com/subject/1292001/,['朱塞佩·托纳多雷'],"['蒂姆·罗斯', '普路特·泰勒·文斯', '比尔·努恩', '克兰伦斯·威廉姆斯三世', '梅兰尼·蒂埃里']",9.3,"['英语', '法语', '意大利语']",['意大利'],"['剧情', '音乐']",['1998'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574551676.jpg']
功夫,https://movie.douban.com/subject/1291543/,['周星驰'],"['周星驰', '元秋', '元华', '黄圣依', '梁小龙']",8.7,"['粤语', '汉语普通话', '手语']","['中国大陆', '中国香港']","['喜剧', '动作', '犯罪', '奇幻']",['2004'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2219011938.jpg']
当幸福来敲门,https://movie.douban.com/subject/1849031/,['加布里埃莱·穆奇诺'],"['威尔·史密斯', '贾登·史密斯', '坦迪·牛顿', '布莱恩·豪威 ', '詹姆斯·凯伦']",9.2,"['英语', '粤语']",['美国'],"['剧情', '家庭', '传记']",['2006'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614359276.jpg']
情书,https://movie.douban.com/subject/1292220/,['岩井俊二'],"['中山美穗', '丰川悦司', '酒井美纪', '柏原崇', '范文雀']",8.9,['日语'],['日本'],"['剧情', '爱情']",['1995'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2648230660.jpg']
大话西游之月光宝盒,https://movie.douban.com/subject/1299398/,['刘镇伟'],"['周星驰', '吴孟达', '罗家英', '蓝洁瑛', '莫文蔚']",9.0,"['粤语', '汉语普通话']","['中国香港', '中国大陆']","['喜剧', '爱情', '奇幻', '古装']",['1995'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg']
唐伯虎点秋香,https://movie.douban.com/subject/1306249/,['李力持'],"['周星驰', '巩俐', '陈百祥', '郑佩佩', '朱咪咪']",8.7,['粤语'],['中国香港'],"['喜剧', '爱情', '古装']",['1993'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg']
阿凡达,https://movie.douban.com/subject/1652587/,['詹姆斯·卡梅隆'],"['萨姆·沃辛顿', '佐伊·索尔达娜', '西格妮·韦弗', '史蒂芬·朗', '米歇尔·罗德里格兹']",8.8,"['英语', '西班牙语']",['美国'],"['动作', '科幻', '冒险']",['2009'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2634997853.jpg']
钛,https://movie.douban.com/subject/34820925/,['朱利亚·迪库诺'],"['阿加莎·罗塞勒', '文森特·林顿', '加朗斯·马里利埃', '贝特朗·波尼洛', '拉明·西索科']",6.4,['法语'],"['法国', '比利时']","['剧情', '恐怖']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2663190044.jpg']
无间道,https://movie.douban.com/subject/1307914/,"['刘伟强', '麦兆辉']","['刘德华', '梁朝伟', '黄秋生', '曾志伟', '郑秀文']",9.3,['粤语'],['中国香港'],"['剧情', '惊悚', '犯罪']",['2002'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg']
飞屋环游记,https://movie.douban.com/subject/2129039/,"['彼特·道格特', '鲍勃·彼德森']","['爱德华·阿斯纳', '克里斯托弗·普卢默', '乔丹·长井', '鲍勃·彼德森', '德尔罗伊·林多']",9.1,['英语'],['美国'],"['剧情', '喜剧', '动画', '冒险']",['2009'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2363116942.jpg']
忠犬八公的故事,https://movie.douban.com/subject/3011091/,['拉斯·霍尔斯道姆'],"['理查·基尔', '萨拉·罗默尔', '琼·艾伦', '罗比·萨布莱特', '艾瑞克·阿瓦利']",9.4,"['英语', '日语']","['美国', '英国']",['剧情'],['2009'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2587099240.jpg']
夏洛特烦恼,https://movie.douban.com/subject/25964071/,"['闫非', '彭大魔']","['沈腾', '马丽', '尹正', '艾伦', '王智']",7.8,['汉语普通话'],['中国大陆'],"['喜剧', '爱情']",['2015'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2264377763.jpg']
龙猫,https://movie.douban.com/subject/1291560/,['宫崎骏'],"['日高法子', '坂本千夏', '糸井重里', '岛本须美', '北林谷荣']",9.2,['日语'],['日本'],"['动画', '奇幻', '冒险']",['1988'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.jpg']
红海行动,https://movie.douban.com/subject/26861685/,['林超贤'],"['张译', '黄景瑜', '海清', '杜江', '蒋璐霞']",8.3,"['汉语普通话', '阿拉伯语', '英语', '索马里语', '粤语']","['中国大陆', '中国香港']","['动作', '战争']",['2018'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2514119443.jpg']
唐人街探案2,https://movie.douban.com/subject/26698897/,['陈思诚'],"['王宝强', '刘昊然', '肖央', '刘承羽', '尚语贤']",6.6,"['汉语普通话', '英语', '日语', '粤语']",['中国大陆'],"['喜剧', '动作', '悬疑']",['2018'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2512717519.jpg']
哈利·波特与密室,https://movie.douban.com/subject/1296996/,['克里斯·哥伦布'],"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '汤姆·费尔顿', '理查德·格雷弗斯']",8.8,['英语'],"['英国', '美国']","['奇幻', '冒险']",['2002'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg']
头号玩家,https://movie.douban.com/subject/4920389/,['史蒂文·斯皮尔伯格'],"['泰伊·谢里丹', '奥利维亚·库克', '本·门德尔森', '马克·里朗斯', '丽娜·维特']",8.7,"['英语', '日语', '汉语普通话']",['美国'],"['动作', '科幻', '冒险']",['2018'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg']
何以为家,https://movie.douban.com/subject/30170448/,['娜丁·拉巴基'],"['赞恩·阿尔·拉菲亚', '约丹诺斯·希费罗', '博鲁瓦蒂夫·特雷杰·班科尔', '卡萨尔·艾尔·哈达德', '法迪·尤瑟夫']",9.1,"['阿拉伯语', '阿姆哈拉语']","['黎巴嫩', '美国', '法国', '塞浦路斯', '卡塔尔', '英国']",['剧情'],['2018'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg']
哈利·波特与阿兹卡班的囚徒,https://movie.douban.com/subject/1291544/,['阿方索·卡隆'],"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '加里·奥德曼', '朱丽·沃特斯']",8.9,['英语'],"['英国', '美国']","['奇幻', '冒险']",['2004'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg']
触不可及,https://movie.douban.com/subject/6786002/,"['奥利维埃·纳卡什', '埃里克·托莱达诺']","['弗朗索瓦·克鲁塞', '奥玛·希', '安娜·勒尼', '奥德雷·弗勒罗', '约瑟芬娜·德·摩']",9.3,['法语'],['法国'],"['剧情', '喜剧']",['2011'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg']
五个扑水的少年,https://movie.douban.com/subject/35030151/,['宋灏霖'],"['辛云来', '冯祥琨', '李孝谦', '吴俊霆', '王川']",7.2,['汉语普通话'],['中国大陆'],"['喜剧', '运动']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2873274244.jpg']
放牛班的春天,https://movie.douban.com/subject/1291549/,['克里斯托夫·巴拉蒂'],"['让-巴蒂斯特·莫尼耶', '热拉尔·朱尼奥', '弗朗索瓦·贝莱昂', '凯德·麦拉德', '让-保罗·博奈雷']",9.3,['法语'],"['法国', '瑞士', '德国']","['剧情', '喜剧', '音乐']",['2004'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910824951.jpg']
哈利·波特与火焰杯,https://movie.douban.com/subject/1309055/,['迈克·内威尔'],"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '迈克尔·刚本', '玛吉·史密斯']",8.7,"['英语', '法语']","['英国', '美国']","['悬疑', '奇幻', '冒险']",['2005'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p735391084.jpg']
超能陆战队,https://movie.douban.com/subject/11026735/,"['唐·霍尔', '克里斯·威廉姆斯']","['斯科特·安第斯', '瑞恩·波特', '丹尼尔·海尼', 'T·J·米勒', '郑智麟']",8.7,['英语'],['美国'],"['喜剧', '动作', '科幻', '动画', '冒险']",['2014'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2614500883.jpg']
战狼2,https://movie.douban.com/subject/26363254/,['吴京'],"['吴京', '弗兰克·格里罗', '吴刚', '张翰', '卢靖姗']",7.1,"['汉语普通话', '英语']",['中国大陆'],"['动作', '战争']",['2017'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2494701965.jpg']
猫鼠游戏,https://movie.douban.com/subject/1305487/,['史蒂文·斯皮尔伯格'],"['莱昂纳多·迪卡普里奥', '汤姆·汉克斯', '克里斯托弗·沃肯', '马丁·辛', '艾米·亚当斯']",9.1,"['英语', '法语']","['美国', '加拿大']","['剧情', '传记', '犯罪']",['2002'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg']
八佰,https://movie.douban.com/subject/26754233/,['管虎'],"['王千源', '张译', '姜武', '黄志忠', '张俊一']",7.5,"['汉语普通话', '日语', '英语']",['中国大陆'],"['剧情', '历史', '战争']",['2020'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2615992304.jpg']
看不见的客人,https://movie.douban.com/subject/26580232/,['奥里奥尔·保罗'],"['马里奥·卡萨斯', '阿娜·瓦格纳', '何塞·科罗纳多', '巴巴拉·莱涅', '弗兰塞斯克·奥雷利亚']",8.8,['西班牙语'],['西班牙'],"['剧情', '悬疑', '惊悚', '犯罪']",['2016'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg']
白蛇2：青蛇劫起,https://movie.douban.com/subject/30435124/,['黄家康'],"['唐小喜', '歪歪', '魏超', '赵铭洲', '郑小璞']",6.8,['汉语普通话'],['中国大陆'],"['动画', '奇幻', '冒险']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2655030796.jpg']
复仇者联盟4：终局之战,https://movie.douban.com/subject/26100958/,"['安东尼·罗素', '乔·罗素']","['小罗伯特·唐尼', '克里斯·埃文斯', '马克·鲁弗洛', '克里斯·海姆斯沃斯', '乔什·布洛林']",8.5,"['英语', '日语', '科萨语']",['美国'],"['剧情', '动作', '科幻', '奇幻', '冒险']",['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2552058346.jpg']
哈利·波特与死亡圣器(下),https://movie.douban.com/subject/3011235/,['大卫·叶茨'],"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔夫·费因斯']",8.9,['英语'],"['美国', '英国']","['奇幻', '冒险']",['2011'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg']
美丽人生,https://movie.douban.com/subject/1292063/,['罗伯托·贝尼尼'],"['罗伯托·贝尼尼', '尼可莱塔·布拉斯基', '乔治·坎塔里尼', '朱斯蒂诺·杜拉诺', '赛尔乔·比尼·布斯特里克']",9.6,"['意大利语', '德语', '英语']",['意大利'],"['剧情', '喜剧', '爱情', '战争']",['1997'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2578474613.jpg']
神偷奶爸,https://movie.douban.com/subject/3287562/,"['皮埃尔·柯芬', '克里斯·雷纳德']","['史蒂夫·卡瑞尔', '杰森·席格尔', '拉塞尔·布兰德', '朱莉·安德鲁斯', '威尔·阿奈特']",8.6,['英语'],"['美国', '法国']","['喜剧', '动画', '冒险']",['2010'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg']
我和我的家乡,https://movie.douban.com/subject/35051512/,"['宁浩', '徐峥', '陈思诚', '闫非', '彭大魔', '邓超', '俞白眉']","['葛优', '黄渤', '范伟', '邓超', '沈腾']",7.0,['汉语普通话'],['中国大陆'],"['剧情', '喜剧']",['2020'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2620453443.jpg']
机器人总动员,https://movie.douban.com/subject/2131459/,['安德鲁·斯坦顿'],"['本·贝尔特', '艾丽莎·奈特', '杰夫·格尔林', '佛莱德·威拉特', '西格妮·韦弗']",9.3,['英语'],['美国'],"['科幻', '动画', '冒险']",['2008'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg']
哈尔的移动城堡,https://movie.douban.com/subject/1308807/,['宫崎骏'],"['倍赏千惠子', '木村拓哉', '美轮明宏', '我修院达也', '神木隆之介']",9.1,['日语'],['日本'],"['动画', '奇幻', '冒险']",['2004'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174346180.jpg']
小丑,https://movie.douban.com/subject/27119724/,['托德·菲利普斯'],"['华金·菲尼克斯', '罗伯特·德尼罗', '马克·马龙', '莎姬·贝兹', '谢伊·惠格姆']",8.7,['英语'],"['美国', '加拿大']","['剧情', '惊悚', '犯罪']",['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg']
调音师,https://movie.douban.com/subject/30334073/,['斯里兰姆·拉格万'],"['阿尤斯曼·库拉纳', '塔布', '拉迪卡·艾普特', '安尔·德霍万', '马纳夫·维吉']",8.2,"['印地语', '英语']",['印度'],"['喜剧', '悬疑', '惊悚', '犯罪']",['2018'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2551995207.jpg']
不速来客,https://movie.douban.com/subject/34927916/,['刘翔'],"['范伟', '窦骁', '张颂文', '朱珠', '梁超']",6.6,['汉语普通话'],['中国大陆'],"['喜剧', '悬疑']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2687924214.jpg']
哈利·波特与凤凰社,https://movie.douban.com/subject/1457217/,['大卫·叶茨'],"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '加里·奥德曼', '拉尔夫·费因斯']",8.4,['英语'],"['英国', '美国']","['奇幻', '冒险']",['2007'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p443403700.jpg']
辛德勒的名单,https://movie.douban.com/subject/1295124/,['史蒂文·斯皮尔伯格'],"['连姆·尼森', '本·金斯利', '拉尔夫·费因斯', '卡罗琳·古多尔', '乔纳森·萨加尔']",9.6,"['英语', '希伯来语', '德语', '波兰语']",['美国'],"['剧情', '历史', '战争']",['1993'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg']
喜剧之王,https://movie.douban.com/subject/1302425/,"['周星驰', '李力持']","['周星驰', '张柏芝', '莫文蔚', '吴孟达', '林子善']",8.8,['粤语'],['中国香港'],"['剧情', '喜剧', '爱情']",['1999'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg']
哈利·波特与混血王子,https://movie.douban.com/subject/1433330/,['大卫·叶茨'],"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '迈克尔·刚本', '大卫·勒格诺']",8.2,['英语'],"['英国', '美国']","['奇幻', '冒险']",['2009'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1108070214.jpg']
