title,url,director,casts,rating_num,language,country,type,year,image
黑水,https://movie.douban.com/subject/30331959/,['托德·海因斯'],"['马克·鲁弗洛', '安妮·海瑟薇', '蒂姆·罗宾斯', '比尔·坎普', '维克多·加博']",8.6,"['英语', '韩语']",['美国'],['剧情'],['2019'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2569450232.jpg']
小鬼当家2,https://movie.douban.com/subject/1293353/,['克里斯·哥伦布'],"['麦考利·卡尔金', '乔·佩西', '丹尼尔·斯特恩', '凯瑟琳·欧哈拉', '约翰·赫德']",8.1,['英语'],['美国'],"['喜剧', '家庭', '犯罪']",['1992'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2442677226.jpg']
怪物史瑞克,https://movie.douban.com/subject/1291581/,"['安德鲁·亚当森', '维基·詹森']","['麦克·梅尔斯', '艾迪·墨菲', '卡梅隆·迪亚兹', '约翰·利思戈', '文森特·卡索']",7.9,['英语'],['美国'],"['喜剧', '动画', '家庭', '奇幻', '冒险']",['2001'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910896706.jpg']
新木乃伊,https://movie.douban.com/subject/20451290/,['艾里克斯·库兹曼'],"['汤姆·克鲁斯', '罗素·克劳', '安娜贝拉·沃丽丝', '索菲亚·波多拉', '杰克·约翰逊']",4.8,"['英语', '古埃及语']","['美国', '中国大陆', '日本']","['动作', '奇幻', '冒险']",['2017'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2459198108.jpg']
葫芦兄弟,https://movie.douban.com/subject/3062897/,"['胡进庆', '周克勤', '葛桂云']","['黄笑嬿', '詹佳', '冯骏骅', '谢添天']",8.7,['汉语普通话'],['中国大陆'],['动画'],['2008'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2318160313.jpg']
毕业生,https://movie.douban.com/subject/1292271/,['迈克·尼科尔斯'],"['安妮·班克罗夫特', '达斯汀·霍夫曼', '凯瑟琳·罗斯', '威廉·丹尼尔斯', '莫瑞·汉密尔顿']",8.0,['英语'],['美国'],"['剧情', '喜剧', '爱情']",['1967'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2517731298.jpg']
西游伏妖篇,https://movie.douban.com/subject/25801066/,['徐克'],"['林更新', '姚晨', '林允', '包贝尔', '巴特尔']",5.5,['汉语普通话'],"['中国大陆', '中国香港']","['喜剧', '动作', '奇幻', '古装']",['2017'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2411953504.jpg']
你丫闭嘴！,https://movie.douban.com/subject/1303815/,['弗朗西斯·韦贝尔'],"['热拉尔·德帕迪约', '让·雷诺', '理查德·贝里', '安德烈·杜索里埃', '让-皮埃尔·马洛']",8.1,['法语'],"['法国', '意大利']","['喜剧', '犯罪']",['2003'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173579470.jpg']
戏法师,https://movie.douban.com/subject/35312343/,"['陈文勇', '生凌志']","['尹天照', '张春仲', '徐少强', '付赫安琪', '陈叶玲']",4.8,['汉语普通话'],['中国大陆'],['奇幻'],['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2692474455.jpg']
落水狗,https://movie.douban.com/subject/1299603/,['昆汀·塔伦蒂诺'],"['哈威·凯特尔', '蒂姆·罗斯', '迈克尔·马德森', '克里斯·潘', '史蒂夫·布西密']",8.4,['英语'],['美国'],"['惊悚', '犯罪']",['1992'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1851340431.jpg']
绝杀慕尼黑,https://movie.douban.com/subject/27024959/,['安东·梅格尔季切夫'],"['弗拉基米尔·马什科夫', '约翰·萨维奇', '马拉特·巴沙罗夫', '谢尔盖·加尔马什', '伊万·科列斯尼科夫']",8.1,"['格鲁吉亚语', '俄语', '英语', '立陶宛语']",['俄罗斯'],"['剧情', '运动']",['2017'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2556883031.jpg']
魔女,https://movie.douban.com/subject/26602900/,['朴勋政'],"['金多美', '赵敏修', '朴熙顺', '崔宇植', '高旻示']",7.7,['韩语'],['韩国'],"['动作', '悬疑']",['2018'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2524056711.jpg']
冒牌天神,https://movie.douban.com/subject/1297018/,['汤姆·沙迪亚克'],"['金·凯瑞', '摩根·弗里曼', '詹妮弗·安妮斯顿', '菲利普·贝克·霍尔', '凯瑟琳·贝尔']",7.6,"['英语', '西班牙语']",['美国'],"['喜剧', '奇幻']",['2003'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2165714151.jpg']
枪火,https://movie.douban.com/subject/1300741/,['杜琪峰'],"['吴镇宇', '任达华', '黄秋生', '吕颂贤', '张耀扬']",8.8,['粤语'],['中国香港'],"['剧情', '动作', '犯罪']",['1999'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1538646661.jpg']
北京爱情故事,https://movie.douban.com/subject/24736566/,['陈思诚'],"['梁家辉', '刘嘉玲', '王学兵', '余男', '陈思诚']",6.1,"['汉语普通话', '英语']",['中国大陆'],['爱情'],['2014'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2167457161.jpg']
不二神探,https://movie.douban.com/subject/10604486/,['王子鸣'],"['文章', '李连杰', '刘诗诗', '陈妍希', '柳岩']",4.8,"['汉语普通话', '粤语', '英语']",['中国大陆'],"['喜剧', '动作', '犯罪']",['2013'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2006870496.jpg']
卡萨布兰卡,https://movie.douban.com/subject/1296753/,['迈克尔·柯蒂兹'],"['亨弗莱·鲍嘉', '英格丽·褒曼', '保罗·亨雷德', '克劳德·雷恩斯', '康拉德·韦特']",8.7,"['英语', '法语', '德语', '意大利语']",['美国'],"['剧情', '爱情', '战争']",['1942'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2247003945.jpg']
戴珍珠耳环的少女,https://movie.douban.com/subject/1291836/,['彼得·韦柏'],"['科林·费尔斯', '斯嘉丽·约翰逊', '汤姆·威尔金森', '朱迪·帕瑞福特', '基里安·墨菲']",7.8,['英语'],"['英国', '卢森堡', '法国', '比利时', '美国']","['剧情', '爱情', '传记']",['2003'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p478284105.jpg']
机械师2：复活,https://movie.douban.com/subject/25825412/,['丹尼斯·甘塞尔'],"['杰森·斯坦森', '杰西卡·阿尔芭', '汤米·李·琼斯', '杨紫琼', '山姆·哈兹尔丁']",5.7,"['英语', '葡萄牙语', '泰语', '保加利亚语']","['美国', '法国', '保加利亚', '德国']","['动作', '犯罪']",['2016'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2385311728.jpg']
银翼杀手,https://movie.douban.com/subject/1291839/,['雷德利·斯科特'],"['哈里森·福特', '鲁特格尔·哈尔', '肖恩·杨', '爱德华·詹姆斯·奥莫斯', 'M·埃梅特·沃尔什']",8.5,"['英语', '德语', '粤语', '日语', '匈牙利语', '阿拉伯语']",['美国'],"['科幻', '惊悚']",['1982'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p868550285.jpg']
你好，疯子！,https://movie.douban.com/subject/26696879/,['饶晓志'],"['万茜', '周一围', '王自健', '金士杰', '李虹辰']",6.7,['汉语普通话'],['中国大陆'],"['剧情', '喜剧', '悬疑']",['2016'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2408394301.jpg']
千年女优,https://movie.douban.com/subject/1307394/,['今敏'],"['庄司美代子', '小山茉美', '折笠富美子', '饭塚昭三', '小野坂昌也']",8.8,['日语'],['日本'],"['剧情', '爱情', '动画']",['2001'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215102596.jpg']
出租车司机,https://movie.douban.com/subject/1292222/,['马丁·斯科塞斯'],"['罗伯特·德尼罗', '朱迪·福斯特', '斯碧尔·谢波德', '艾伯特·布鲁克斯', '哈威·凯特尔']",8.5,"['英语', '西班牙语']",['美国'],"['剧情', '犯罪']",['1976'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792510233.jpg']
宇宙探索编辑部,https://movie.douban.com/subject/34941536/,['孔大山'],"['杨皓宇', '艾丽娅', '蒋奇明', '王一通', '盛晨晨']",8.7,['汉语普通话'],['中国大陆'],"['喜剧', '科幻']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2874324494.jpg']
神探夏洛克：最后的誓言,https://movie.douban.com/subject/25804790/,['尼克·赫伦'],"['本尼迪克特·康伯巴奇', '马丁·弗瑞曼', '鲁珀特·格雷夫斯', '马克·加蒂斯', '尤娜·斯塔布斯']",9.0,['英语'],['英国'],"['剧情', '悬疑', '犯罪']",['2014'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2164957248.jpg']
天若有情,https://movie.douban.com/subject/1297710/,['陈木胜'],"['刘德华', '吴倩莲', '吴孟达', '朱铁和', '刘江']",8.4,['粤语'],['中国香港'],"['剧情', '动作', '爱情']",['1990'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564014416.jpg']
花与爱丽丝,https://movie.douban.com/subject/1308820/,['岩井俊二'],"['铃木杏', '苍井优', '郭智博', '平泉成', '木村多江']",8.2,['日语'],['日本'],"['剧情', '喜剧', '爱情']",['2004'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2196652087.jpg']
革命之路,https://movie.douban.com/subject/2037012/,['萨姆·门德斯'],"['凯特·温丝莱特', '莱昂纳多·迪卡普里奥', '克里斯托弗·菲茨杰拉德', '尼尔·布莱德森', '马琳·爱尔兰']",8.2,['英语'],"['美国', '英国']","['剧情', '爱情']",['2008'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480460526.jpg']
盲探,https://movie.douban.com/subject/6872273/,['杜琪峰'],"['刘德华', '郑秀文', '郭涛', '高圆圆', '王紫逸']",7.1,"['粤语', '汉语普通话']","['中国大陆', '中国香港']","['喜剧', '爱情', '悬疑', '惊悚', '犯罪']",['2013'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2003777772.jpg']
安娜,https://movie.douban.com/subject/27166976/,['吕克·贝松'],"['萨莎·露丝', '海伦·米伦', '卢克·伊万斯', '基里安·墨菲', '莱拉·阿波瓦']",7.8,"['英语', '俄语', '法语']","['法国', '美国', '加拿大', '俄罗斯']","['动作', '惊悚']",['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2553320254.jpg']
异形2,https://movie.douban.com/subject/1293792/,['詹姆斯·卡梅隆'],"['西格妮·韦弗', '凯莉·赫恩', '迈克尔·比恩', '保罗·雷瑟', '兰斯·亨利克森']",8.1,['英语'],['美国'],"['动作', '科幻', '惊悚', '冒险']",['1986'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2243611590.jpg']
万物生长,https://movie.douban.com/subject/25872931/,['李玉'],"['范冰冰', '韩庚', '齐溪', '沈婷婷', '沙溢']",5.7,['汉语普通话'],['中国大陆'],"['喜剧', '爱情']",['2015'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2236439154.jpg']
窃听风云2,https://movie.douban.com/subject/5422105/,"['麦兆辉', '庄文强']","['古天乐', '刘青云', '吴彦祖', '曾江', '叶璇']",7.6,"['粤语', '汉语普通话']","['中国香港', '中国大陆']","['剧情', '动作', '悬疑', '犯罪']",['2011'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2075072996.jpg']
反贪风暴,https://movie.douban.com/subject/25792690/,['林德禄 '],"['古天乐', '林家栋', '陈静', '夏嫣', '王敏德']",6.1,"['汉语普通话', '粤语']","['中国香港', '中国大陆']","['剧情', '动作', '犯罪']",['2014'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2195270848.jpg']
小妇人,https://movie.douban.com/subject/1298522/,['吉莉安·阿姆斯特朗'],"['薇诺娜·瑞德', '加布里埃尔·伯恩', '翠尼·阿瓦拉多', '萨曼莎·玛西丝', '克斯汀·邓斯特']",8.5,"['英语', '德语', '法语']","['美国', '加拿大']","['剧情', '爱情', '家庭']",['1994'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2445191695.jpg']
斯巴达300勇士,https://movie.douban.com/subject/1853176/,['扎克·施奈德'],"['杰拉德·巴特勒', '琳娜·海蒂', '多米尼克·韦斯特', '大卫·文翰', '文森特·里根']",7.9,['英语'],['美国'],"['动作', '历史', '战争']",['2006'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443321967.jpg']
与神同行2：因与缘,https://movie.douban.com/subject/27003543/,['金容华'],"['河正宇', '朱智勋', '马东锡', '金香起', '李政宰']",7.6,"['韩语', '汉语普通话']",['韩国'],"['动作', '奇幻']",['2018'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2527205786.jpg']
前目的地,https://movie.douban.com/subject/20278505/,"['迈克尔·斯派瑞', '彼得·斯派瑞']","['伊桑·霍克', '莎拉·斯努克', '诺亚·泰勒', '弗雷娅·斯塔福', '伊莉斯·詹森']",7.9,['英语'],"['澳大利亚', '美国']","['科幻', '悬疑']",['2014'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219662154.jpg']
爱情与灵药,https://movie.douban.com/subject/3078609/,['爱德华·兹威克'],"['安妮·海瑟薇', '杰克·吉伦哈尔', '朱迪·格雷尔', '汉克·阿扎利亚', '乔什·加德']",7.2,['英语'],['美国'],"['剧情', '喜剧', '爱情']",['2010'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1525267789.jpg']
招魂3,https://movie.douban.com/subject/27077479/,['迈克尔·查维斯'],"['帕特里克·威尔森', '维拉·法米加', '卢瑞·奥康纳', '莎拉·凯瑟琳·霍克', '朱利安·希威德']",6.4,"['葡萄牙语', '英语']","['美国', '英国']","['悬疑', '惊悚', '恐怖']",['2021'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2641811991.jpg']
大约在冬季,https://movie.douban.com/subject/30362186/,['王维明'],"['马思纯', '霍建华', '魏大勋', '张瑶', '林柏宏']",5.0,['汉语普通话'],['中国大陆'],"['剧情', '爱情']",['2019'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2571441805.jpg']
对不起，我们错过了你,https://movie.douban.com/subject/30209084/,['肯·洛奇'],"['克里斯·希钦', '黛比·哈尼伍德', '瑞斯·斯通', '凯蒂·普洛克特', '查理·里士满']",8.5,['英语'],"['英国', '法国', '比利时']","['剧情', '家庭']",['2019'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2584121702.jpg']
蒙太奇,https://movie.douban.com/subject/21937438/,['郑根燮'],"['金相庆', '严正化', '宋永彰', '曹熙奉', '刘承睦']",8.2,['韩语'],['韩国'],"['剧情', '惊悚', '犯罪']",['2013'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1951590607.jpg']
大腕,https://movie.douban.com/subject/1304022/,['冯小刚'],"['葛优', '关之琳', '英达', '保罗·马祖斯基', '唐纳德·萨瑟兰']",7.9,"['汉语普通话', '英语']","['中国大陆', '中国香港']",['喜剧'],['2001'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1276429294.jpg']
阳光姐妹淘,https://movie.douban.com/subject/26924143/,"['包贝尔', '李南']","['殷桃', '曾黎', '张歆艺', '马苏', '倪虹洁']",4.4,['汉语普通话'],['中国大陆'],['喜剧'],['2021'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2646380991.jpg']
机械师,https://movie.douban.com/subject/3006783/,['西蒙·韦斯特'],"['杰森·斯坦森', '本·福斯特', '托尼·戈德温', '唐纳德·萨瑟兰', '杰夫·蔡斯']",7.2,['英语'],['美国'],"['动作', '惊悚']",['2011'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1008022297.jpg']
奔跑吧！兄弟,https://movie.douban.com/subject/26274910/,"['胡笳', '岑俊义']","['杨颖', '王宝强', '李晨', '陈赫', '郑恺']",3.5,['汉语普通话'],['中国大陆'],['喜剧'],['2015'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2224568933.jpg']
喊·山,https://movie.douban.com/subject/26106958/,['杨子'],"['郎月婷', '王紫逸', '成泰燊', '余皑磊', '郭金']",8.1,['汉语普通话'],['中国大陆'],"['剧情', '爱情', '犯罪']",['2015'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2373887821.jpg']
星际宝贝,https://movie.douban.com/subject/1307547/,"['克里斯·桑德斯', '迪恩·德布洛斯']","['黛维·切斯', '克里斯·桑德斯', '蒂亚·卡雷尔', '戴维·奥格登·施蒂尔斯', '凯文·麦克唐纳德']",8.5,"['英语', '夏威夷语']",['美国'],"['喜剧', '科幻', '动画', '家庭', '冒险']",['2002'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2510798502.jpg']
猫的报恩,https://movie.douban.com/subject/1304970/,['森田宏幸'],"['池胁千鹤', '袴田吉彦', '丹波哲郎', '前田亚季', '山田孝之']",8.2,['日语'],['日本'],"['喜剧', '动画', '奇幻', '冒险']",['2002'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453857422.jpg']
四百击,https://movie.douban.com/subject/1300056/,['弗朗索瓦·特吕弗'],"['让-皮埃尔·利奥德', '克莱尔·莫里耶', '阿尔贝·雷米', '盖·德孔布勒', '乔治·弗拉芒']",8.8,"['法语', '英语']",['法国'],"['剧情', '犯罪']",['1959'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2191743027.jpg']
浮城谜事,https://movie.douban.com/subject/10438426/,['娄烨'],"['郝蕾', '秦昊', '齐溪', '朱亚文', '祖峰']",7.5,['汉语普通话'],"['中国大陆', '法国']","['剧情', '犯罪']",['2012'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1722545381.jpg']
名侦探柯南：引爆摩天楼,https://movie.douban.com/subject/1439579/,['儿玉兼嗣'],"['高山南', '山口胜平', '山崎和佳奈', '神谷明', '盐泽兼人']",8.5,"['英语', '意大利语', '日语']",['日本'],"['喜剧', '动画', '悬疑', '家庭', '冒险']",['1997'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453728121.jpg']
1/2的魔法,https://movie.douban.com/subject/30401849/,['丹·斯坎隆'],"['汤姆·赫兰德', '克里斯·帕拉特', '茱莉亚·路易斯-德瑞弗斯', '奥克塔维亚·斯宾瑟', '梅尔·罗德里格斯']",7.6,['英语'],['美国'],"['喜剧', '动画', '奇幻', '冒险']",['2020'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2616349563.jpg']
德州巴黎,https://movie.douban.com/subject/1302061/,['维姆·文德斯'],"['哈利·戴恩·斯坦通', '萨姆·贝瑞', '伯恩哈德·维基', '迪恩·斯托克维尔', '奥萝尔·克莱芒']",8.6,"['英语', '西班牙语']","['西德', '法国', '英国', '美国']",['剧情'],['1984'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2237305324.jpg']
三个老枪手,https://movie.douban.com/subject/26266085/,['扎克·布拉夫'],"['迈克尔·凯恩', '摩根·弗里曼', '艾伦·阿金', '乔伊·金', '安-玛格丽特']",7.8,['英语'],['美国'],"['喜剧', '犯罪']",['2017'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2493595992.jpg']
遗落战境,https://movie.douban.com/subject/3895511/,['约瑟夫·科辛斯基'],"['汤姆·克鲁斯', '摩根·弗里曼', '欧嘉·柯瑞兰寇', '尼古拉·科斯特-瓦尔道', '佐伊·贝尔']",7.1,['英语'],['美国'],"['动作', '科幻', '冒险']",['2013'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1870772842.jpg']
电锯惊魂3,https://movie.douban.com/subject/1474189/,['达伦·林恩·鲍斯曼'],"['托宾·贝尔', '肖妮·史密斯', '安古斯·麦克菲登', '巴哈·索莫克', '唐尼·沃尔伯格']",8.1,['英语'],"['美国', '加拿大']","['悬疑', '惊悚', '恐怖']",['2006'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443443408.jpg']
笑傲江湖,https://movie.douban.com/subject/1297304/,"['胡金铨', '徐克', '李惠民', '程小东', '金扬桦', '许鞍华']","['许冠杰', '叶童', '张学友', '张敏', '袁洁莹']",8.0,['粤语'],"['中国香港', '中国台湾']","['动作', '武侠', '古装']",['1990'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2543084320.jpg']
赌博默示录,https://movie.douban.com/subject/3259956/,['佐藤东弥'],"['藤原龙也', '天海祐希', '香川照之', '山本太郎', '光石研']",7.2,['日语'],['日本'],['剧情'],['2009'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2200768775.jpg']
勇闯夺命岛,https://movie.douban.com/subject/1292728/,['迈克尔·贝'],"['肖恩·康纳利', '尼古拉斯·凯奇', '艾德·哈里斯', '约翰·斯宾塞', '大卫·摩斯']",8.6,['英语'],['美国'],"['动作', '冒险']",['1996'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg']
忍者神龟：变种时代,https://movie.douban.com/subject/3217149/,['乔纳森·里贝斯曼'],"['梅根·福克斯', '威尔·阿奈特', '威廉·菲克纳', '阿兰·里奇森', '诺尔·费舍']",6.6,"['英语', '日语']",['美国'],"['喜剧', '动作', '科幻', '冒险']",['2014'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2204991581.jpg']
两只老虎,https://movie.douban.com/subject/30196805/,['李非'],"['葛优', '乔杉', '范伟', '闫妮', '潘斌龙']",5.8,['汉语普通话'],['中国大陆'],"['剧情', '喜剧']",['2019'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2574713609.jpg']
追风筝的人,https://movie.douban.com/subject/1937502/,['马克·福斯特'],"['赫立德·阿卜杜拉', '阿托莎·利奥妮', '肖恩·托布', '萨伊德·塔格马奥', '纳赛尔·米马齐亚']",8.2,"['英语', '达里语', '普什图语', '乌尔都语', '俄语']","['美国', '中国大陆', '英国', '阿富汗']",['剧情'],['2007'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p956325412.jpg']
生吃,https://movie.douban.com/subject/26653833/,['朱利亚·迪库诺'],"['加朗斯·马里利埃', '艾拉·朗夫', '拉巴·纳伊·乌费拉', '洛朗·吕卡', '乔安娜·普莱斯']",7.1,['法语'],"['法国', '意大利', '比利时']","['剧情', '恐怖']",['2016'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2436355743.jpg']
丛林奇航,https://movie.douban.com/subject/3692602/,['佐米·希尔拉'],"['道恩·强森', '艾米莉·布朗特', '埃德加·拉米雷兹', '杰克·怀特霍尔', '杰西·普莱蒙']",6.1,['英语'],['美国'],"['喜剧', '动作', '奇幻', '冒险']",['2021'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2710065784.jpg']
星际特工：千星之城,https://movie.douban.com/subject/11502973/,['吕克·贝松'],"['戴恩·德哈恩', '卡拉·迪瓦伊', '克里夫·欧文', '蕾哈娜', '伊桑·霍克']",6.9,"['英语', '法语']","['法国', '中国大陆', '比利时', '德国', '阿联酋', '美国', '加拿大', '新西兰', '新加坡', '英国', '泰国']","['动作', '科幻', '冒险']",['2017'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2504520028.jpg']
花火,https://movie.douban.com/subject/1302642/,['北野武'],"['北野武', '岸本加世子', '大杉涟', '寺岛进', '渡边哲']",8.7,['日语'],['日本'],"['剧情', '爱情', '惊悚', '犯罪']",['1997'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p513347103.jpg']
刺客信条,https://movie.douban.com/subject/11526817/,['贾斯汀·库泽尔'],"['迈克尔·法斯宾德', '玛丽昂·歌迪亚', '杰瑞米·艾恩斯', '布莱丹·格里森', '夏洛特·兰普林']",5.3,"['英语', '西班牙语', '阿拉伯语']","['美国', '法国', '英国', '中国香港', '中国台湾', '马耳他', '西班牙', '加拿大']","['动作', '科幻', '历史', '冒险']",['2016'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2432597986.jpg']
中南海保镖,https://movie.douban.com/subject/1297068/,['元奎'],"['李连杰', '钟丽缇', '郑则仕', '邹兆龙', '梁荣忠']",7.8,['粤语'],['中国香港'],"['剧情', '动作']",['1994'],['https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1397968890.jpg']
浪客剑心 最终章 追忆篇,https://movie.douban.com/subject/33407124/,['大友启史'],"['佐藤健', '有村架纯', '高桥一生', '北村一辉', '江口洋介']",8.5,['日语'],['日本'],"['剧情', '动作', '冒险']",['2021'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2641350668.jpg']
一树梨花压海棠,https://movie.douban.com/subject/1296778/,"['阿德里安·莱恩', '史蒂芬·希夫']","['杰瑞米·艾恩斯', '多米尼克·斯万', '梅兰尼·格里菲斯', '弗兰克·兰格拉', '苏珊妮·谢泼德']",8.2,['英语'],"['法国', '美国']","['剧情', '爱情', '情色']",['1997'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p571119308.jpg']
星球大战8：最后的绝地武士,https://movie.douban.com/subject/22265634/,['莱恩·约翰逊'],"['马克·哈米尔', '凯丽·费雪', '黛西·雷德利', '亚当·德赖弗', '约翰·博耶加']",7.1,['英语'],['美国'],"['动作', '科幻', '冒险']",['2017'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2506694509.jpg']
大卫·戈尔的一生,https://movie.douban.com/subject/1305725/,['艾伦·帕克'],"['凯文·史派西', '凯特·温丝莱特', '劳拉·琳妮', '加布里埃尔·曼', '梅丽莎·麦卡西']",8.6,"['英语', '西班牙语']","['美国', '德国', '英国', '西班牙']","['剧情', '悬疑', '犯罪']",['2003'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2186861098.jpg']
狩猎,https://movie.douban.com/subject/30182726/,['克雷格·卓贝'],"['贝蒂·吉尔平', '希拉里·斯万克', '艾玛·罗伯茨', '贾斯汀·哈特雷', '伊克·巴里霍尔兹']",7.4,"['英语', '阿拉伯语']","['美国', '日本']","['动作', '惊悚']",['2020'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2585533507.jpg']
夜访吸血鬼,https://movie.douban.com/subject/1299327/,['尼尔·乔丹'],"['布拉德·皮特', '汤姆·克鲁斯', '克斯汀·邓斯特', '克里斯蒂安·史莱特', '坦迪·牛顿']",8.3,['英语'],['美国'],"['剧情', '惊悚', '奇幻']",['1994'],['https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1353910572.jpg']
喜宝,https://movie.douban.com/subject/27611667/,['王丹阳'],"['郭采洁', '张国柱', '高仁', '李彦漫', '曹恩齐']",3.3,['汉语普通话'],['中国大陆'],"['剧情', '爱情']",['2020'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2621473195.jpg']
暖暖内含光,https://movie.douban.com/subject/1308777/,['米歇尔·贡德里'],"['金·凯瑞', '凯特·温丝莱特', '伊利亚·伍德', '克斯汀·邓斯特', '汤姆斯·杰·瑞恩']",8.5,['英语'],['美国'],"['剧情', '爱情', '科幻']",['2004'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p479565065.jpg']
我脑中的橡皮擦,https://movie.douban.com/subject/1308804/,['李宰汉'],"['郑雨盛', '孙艺珍', '白钟学', '金富善', '金重基']",8.0,['韩语'],['韩国'],"['剧情', '爱情']",['2004'],['https://img9.doubanio.com/view/photo/s_ratio_poster/public/p465680286.jpg']
加菲猫,https://movie.douban.com/subject/1308776/,['彼得·休伊特'],"['布瑞金·梅耶', '詹妮弗·洛芙·休伊特', '斯蒂芬·托布罗斯基', '比尔·默瑞', '埃文·阿诺德']",7.7,['英语'],['美国'],"['喜剧', '家庭']",['2004'],['https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209546367.jpg']
